franquia,cidade,cadastro,referencia,clientes_ativos
FR197,PIRACICABA,2009-05-01,2021-07-01,906.0
FR197,PIRACICABA,2009-05-01,2021-06-01,744.0
FR197,PIRACICABA,2009-05-01,2021-05-01,831.0
FR197,PIRACICABA,2009-05-01,2021-04-01,738.0
FR197,PIRACICABA,2009-05-01,2021-03-01,774.0
FR197,PIRACICABA,2009-05-01,2021-02-01,597.0
FR197,PIRACICABA,2009-05-01,2021-01-01,570.0
FR197,PIRACICABA,2009-05-01,2019-12-01,
FR197,PIRACICABA,2009-05-01,2019-11-01,
FR197,PIRACICABA,2009-05-01,2019-10-01,
FR197,PIRACICABA,2009-05-01,2019-09-01,
FR197,PIRACICABA,2009-05-01,2019-08-01,663.0
FR197,PIRACICABA,2009-05-01,2019-07-01,546.0
FR197,PIRACICABA,2009-05-01,2019-06-01,306.0
FR197,PIRACICABA,2009-05-01,2019-05-01,543.0
FR197,PIRACICABA,2009-05-01,2019-04-01,606.0
FR197,PIRACICABA,2009-05-01,2019-03-01,510.0
FR197,PIRACICABA,2009-05-01,2019-02-01,633.0
FR197,PIRACICABA,2009-05-01,2019-01-01,153.0
FR196,PICOS,2021-07-01,2021-08-01,972.0
FR196,PICOS,2021-07-01,2021-07-01,1053.0
FR195,PETROPOLIS,2011-07-01,2021-08-01,258.0
FR195,PETROPOLIS,2011-07-01,2021-07-01,285.0
FR195,PETROPOLIS,2011-07-01,2021-06-01,261.0
FR195,PETROPOLIS,2011-07-01,2021-05-01,225.0
FR195,PETROPOLIS,2011-07-01,2021-04-01,261.0
FR195,PETROPOLIS,2011-07-01,2021-03-01,165.0
FR195,PETROPOLIS,2011-07-01,2021-02-01,132.0
FR195,PETROPOLIS,2011-07-01,2021-01-01,207.0
FR195,PETROPOLIS,2011-07-01,2019-12-01,
FR195,PETROPOLIS,2011-07-01,2019-11-01,
FR195,PETROPOLIS,2011-07-01,2019-10-01,
FR195,PETROPOLIS,2011-07-01,2019-09-01,
FR195,PETROPOLIS,2011-07-01,2019-08-01,186.0
FR195,PETROPOLIS,2011-07-01,2019-07-01,153.0
FR195,PETROPOLIS,2011-07-01,2019-06-01,144.0
FR195,PETROPOLIS,2011-07-01,2019-05-01,171.0
FR195,PETROPOLIS,2011-07-01,2019-04-01,96.0
FR195,PETROPOLIS,2011-07-01,2019-03-01,114.0
FR195,PETROPOLIS,2011-07-01,2019-02-01,120.0
FR195,PETROPOLIS,2011-07-01,2019-01-01,9.0
FR194,PETROLINA,2019-12-01,2021-08-01,1389.0
FR194,PETROLINA,2019-12-01,2021-07-01,2052.0
FR194,PETROLINA,2019-12-01,2021-06-01,1689.0
FR194,PETROLINA,2019-12-01,2021-05-01,1404.0
FR194,PETROLINA,2019-12-01,2021-04-01,1035.0
FR194,PETROLINA,2019-12-01,2021-03-01,702.0
FR194,PETROLINA,2019-12-01,2021-02-01,1023.0
FR194,PETROLINA,2019-12-01,2021-01-01,1032.0
FR193,PELOTAS,2017-12-01,2021-08-01,468.0
FR193,PELOTAS,2017-12-01,2021-07-01,522.0
FR193,PELOTAS,2017-12-01,2021-06-01,567.0
FR193,PELOTAS,2017-12-01,2021-05-01,1014.0
FR193,PELOTAS,2017-12-01,2021-04-01,834.0
FR193,PELOTAS,2017-12-01,2021-03-01,675.0
FR193,PELOTAS,2017-12-01,2021-02-01,891.0
FR193,PELOTAS,2017-12-01,2021-01-01,1170.0
FR193,PELOTAS,2017-12-01,2019-12-01,
FR193,PELOTAS,2017-12-01,2019-11-01,
FR193,PELOTAS,2017-12-01,2019-10-01,
FR193,PELOTAS,2017-12-01,2019-09-01,
FR193,PELOTAS,2017-12-01,2019-08-01,1155.0
FR193,PELOTAS,2017-12-01,2019-07-01,963.0
FR193,PELOTAS,2017-12-01,2019-06-01,876.0
FR193,PELOTAS,2017-12-01,2019-05-01,888.0
FR193,PELOTAS,2017-12-01,2019-04-01,765.0
FR193,PELOTAS,2017-12-01,2019-03-01,657.0
FR193,PELOTAS,2017-12-01,2019-02-01,741.0
FR193,PELOTAS,2017-12-01,2019-01-01,282.0
FR192,PAULISTA,2018-10-01,2021-08-01,2292.0
FR192,PAULISTA,2018-10-01,2021-07-01,2697.0
FR192,PAULISTA,2018-10-01,2021-06-01,2421.0
FR192,PAULISTA,2018-10-01,2021-05-01,2748.0
FR192,PAULISTA,2018-10-01,2021-04-01,2223.0
FR192,PAULISTA,2018-10-01,2021-03-01,2553.0
FR192,PAULISTA,2018-10-01,2021-02-01,2520.0
FR192,PAULISTA,2018-10-01,2021-01-01,3243.0
FR192,PAULISTA,2018-10-01,2019-12-01,
FR192,PAULISTA,2018-10-01,2019-11-01,
FR192,PAULISTA,2018-10-01,2019-10-01,
FR192,PAULISTA,2018-10-01,2019-09-01,
FR192,PAULISTA,2018-10-01,2019-08-01,1383.0
FR192,PAULISTA,2018-10-01,2019-07-01,1224.0
FR192,PAULISTA,2018-10-01,2019-06-01,846.0
FR192,PAULISTA,2018-10-01,2019-05-01,1392.0
FR192,PAULISTA,2018-10-01,2019-04-01,1119.0
FR192,PAULISTA,2018-10-01,2019-03-01,999.0
FR192,PAULISTA,2018-10-01,2019-02-01,1086.0
FR192,PAULISTA,2018-10-01,2019-01-01,33.0
FR191,PATOS DE MINAS,2007-01-01,2021-08-01,294.0
FR191,PATOS DE MINAS,2007-01-01,2021-07-01,423.0
FR191,PATOS DE MINAS,2007-01-01,2021-06-01,318.0
FR191,PATOS DE MINAS,2007-01-01,2021-05-01,318.0
FR191,PATOS DE MINAS,2007-01-01,2021-04-01,375.0
FR191,PATOS DE MINAS,2007-01-01,2021-03-01,222.0
FR191,PATOS DE MINAS,2007-01-01,2021-02-01,192.0
FR191,PATOS DE MINAS,2007-01-01,2021-01-01,306.0
FR191,PATOS DE MINAS,2007-01-01,2019-12-01,
FR191,PATOS DE MINAS,2007-01-01,2019-11-01,
FR191,PATOS DE MINAS,2007-01-01,2019-10-01,
FR191,PATOS DE MINAS,2007-01-01,2019-09-01,
FR191,PATOS DE MINAS,2007-01-01,2019-08-01,282.0
FR191,PATOS DE MINAS,2007-01-01,2019-07-01,237.0
FR191,PATOS DE MINAS,2007-01-01,2019-06-01,243.0
FR191,PATOS DE MINAS,2007-01-01,2019-05-01,318.0
FR191,PATOS DE MINAS,2007-01-01,2019-04-01,330.0
FR191,PATOS DE MINAS,2007-01-01,2019-03-01,414.0
FR191,PATOS DE MINAS,2007-01-01,2019-02-01,495.0
FR191,PATOS DE MINAS,2007-01-01,2019-01-01,36.0
FR190,PATOS,2021-03-01,2021-08-01,912.0
FR190,PATOS,2021-03-01,2021-07-01,1362.0
FR190,PATOS,2021-03-01,2021-06-01,2352.0
FR190,PATOS,2021-03-01,2021-05-01,2373.0
FR190,PATOS,2021-03-01,2021-04-01,1782.0
FR190,PATOS,2021-03-01,2021-03-01,969.0
FR189,PASSOS,2018-11-01,2021-08-01,192.0
FR189,PASSOS,2018-11-01,2021-07-01,276.0
FR189,PASSOS,2018-11-01,2021-06-01,279.0
FR189,PASSOS,2018-11-01,2021-05-01,162.0
FR189,PASSOS,2018-11-01,2021-04-01,189.0
FR189,PASSOS,2018-11-01,2021-03-01,216.0
FR189,PASSOS,2018-11-01,2021-02-01,246.0
FR189,PASSOS,2018-11-01,2021-01-01,285.0
FR189,PASSOS,2018-11-01,2019-12-01,
FR189,PASSOS,2018-11-01,2019-11-01,
FR189,PASSOS,2018-11-01,2019-10-01,
FR189,PASSOS,2018-11-01,2019-09-01,
FR189,PASSOS,2018-11-01,2019-08-01,315.0
FR189,PASSOS,2018-11-01,2019-07-01,252.0
FR189,PASSOS,2018-11-01,2019-06-01,219.0
FR189,PASSOS,2018-11-01,2019-05-01,261.0
FR189,PASSOS,2018-11-01,2019-04-01,273.0
FR189,PASSOS,2018-11-01,2019-03-01,345.0
FR189,PASSOS,2018-11-01,2019-02-01,246.0
FR189,PASSOS,2018-11-01,2019-01-01,258.0
FR188,PASSO FUNDO,2012-04-01,2021-08-01,228.0
FR188,PASSO FUNDO,2012-04-01,2021-07-01,279.0
FR188,PASSO FUNDO,2012-04-01,2021-06-01,225.0
FR188,PASSO FUNDO,2012-04-01,2021-05-01,336.0
FR188,PASSO FUNDO,2012-04-01,2021-04-01,372.0
FR188,PASSO FUNDO,2012-04-01,2021-03-01,324.0
FR188,PASSO FUNDO,2012-04-01,2021-02-01,303.0
FR188,PASSO FUNDO,2012-04-01,2021-01-01,315.0
FR188,PASSO FUNDO,2012-04-01,2019-12-01,
FR188,PASSO FUNDO,2012-04-01,2019-11-01,
FR188,PASSO FUNDO,2012-04-01,2019-10-01,
FR188,PASSO FUNDO,2012-04-01,2019-09-01,
FR188,PASSO FUNDO,2012-04-01,2019-08-01,348.0
FR188,PASSO FUNDO,2012-04-01,2019-07-01,345.0
FR188,PASSO FUNDO,2012-04-01,2019-06-01,408.0
FR188,PASSO FUNDO,2012-04-01,2019-05-01,321.0
FR188,PASSO FUNDO,2012-04-01,2019-04-01,516.0
FR188,PASSO FUNDO,2012-04-01,2019-03-01,381.0
FR188,PASSO FUNDO,2012-04-01,2019-02-01,360.0
FR188,PASSO FUNDO,2012-04-01,2019-01-01,42.0
FR187,PARNAMIRIM,2018-12-01,2021-08-01,999.0
FR187,PARNAMIRIM,2018-12-01,2021-07-01,1659.0
FR187,PARNAMIRIM,2018-12-01,2021-06-01,1881.0
FR187,PARNAMIRIM,2018-12-01,2021-05-01,1197.0
FR187,PARNAMIRIM,2018-12-01,2021-04-01,1713.0
FR187,PARNAMIRIM,2018-12-01,2021-03-01,1341.0
FR187,PARNAMIRIM,2018-12-01,2021-02-01,1116.0
FR187,PARNAMIRIM,2018-12-01,2021-01-01,1344.0
FR187,PARNAMIRIM,2018-12-01,2019-12-01,
FR187,PARNAMIRIM,2018-12-01,2019-11-01,
FR187,PARNAMIRIM,2018-12-01,2019-10-01,
FR187,PARNAMIRIM,2018-12-01,2019-09-01,
FR187,PARNAMIRIM,2018-12-01,2019-08-01,1590.0
FR187,PARNAMIRIM,2018-12-01,2019-07-01,1971.0
FR187,PARNAMIRIM,2018-12-01,2019-06-01,1452.0
FR187,PARNAMIRIM,2018-12-01,2019-05-01,1803.0
FR187,PARNAMIRIM,2018-12-01,2019-04-01,1452.0
FR187,PARNAMIRIM,2018-12-01,2019-03-01,1053.0
FR187,PARNAMIRIM,2018-12-01,2019-02-01,699.0
FR187,PARNAMIRIM,2018-12-01,2019-01-01,465.0
FR186,PARINTINS,2020-08-01,2021-08-01,717.0
FR186,PARINTINS,2020-08-01,2021-07-01,936.0
FR186,PARINTINS,2020-08-01,2021-06-01,831.0
FR186,PARINTINS,2020-08-01,2021-05-01,573.0
FR186,PARINTINS,2020-08-01,2021-04-01,540.0
FR186,PARINTINS,2020-08-01,2021-03-01,516.0
FR186,PARINTINS,2020-08-01,2021-02-01,336.0
FR186,PARINTINS,2020-08-01,2021-01-01,210.0
FR185,PARAUAPEBAS,2021-09-01,2021-08-01,81.0
FR184,PARANAGUA,2019-11-01,2021-08-01,729.0
FR184,PARANAGUA,2019-11-01,2021-07-01,933.0
FR184,PARANAGUA,2019-11-01,2021-06-01,798.0
FR184,PARANAGUA,2019-11-01,2021-05-01,792.0
FR184,PARANAGUA,2019-11-01,2021-04-01,1026.0
FR184,PARANAGUA,2019-11-01,2021-03-01,819.0
FR184,PARANAGUA,2019-11-01,2021-02-01,636.0
FR184,PARANAGUA,2019-11-01,2021-01-01,798.0
FR183,PARA DE MINAS,2019-02-01,2021-08-01,0.0
FR183,PARA DE MINAS,2019-02-01,2021-07-01,0.0
FR183,PARA DE MINAS,2019-02-01,2021-06-01,0.0
FR183,PARA DE MINAS,2019-02-01,2021-05-01,0.0
FR183,PARA DE MINAS,2019-02-01,2021-04-01,36.0
FR183,PARA DE MINAS,2019-02-01,2021-03-01,798.0
FR183,PARA DE MINAS,2019-02-01,2021-02-01,849.0
FR183,PARA DE MINAS,2019-02-01,2021-01-01,696.0
FR183,PARA DE MINAS,2019-02-01,2019-12-01,
FR183,PARA DE MINAS,2019-02-01,2019-11-01,
FR183,PARA DE MINAS,2019-02-01,2019-10-01,
FR183,PARA DE MINAS,2019-02-01,2019-09-01,
FR183,PARA DE MINAS,2019-02-01,2019-08-01,447.0
FR183,PARA DE MINAS,2019-02-01,2019-07-01,363.0
FR183,PARA DE MINAS,2019-02-01,2019-06-01,225.0
FR183,PARA DE MINAS,2019-02-01,2019-05-01,66.0
FR182,PARA DE MINAS,2019-03-01,2021-08-01,675.0
FR182,PARA DE MINAS,2019-03-01,2021-07-01,735.0
FR182,PARA DE MINAS,2019-03-01,2021-06-01,639.0
FR182,PARA DE MINAS,2019-03-01,2021-05-01,939.0
FR182,PARA DE MINAS,2019-03-01,2021-04-01,780.0
FR181,PALMAS,2018-10-01,2021-08-01,708.0
FR181,PALMAS,2018-10-01,2021-07-01,609.0
FR181,PALMAS,2018-10-01,2021-06-01,636.0
FR181,PALMAS,2018-10-01,2021-05-01,597.0
FR181,PALMAS,2018-10-01,2021-04-01,699.0
FR181,PALMAS,2018-10-01,2021-03-01,636.0
FR181,PALMAS,2018-10-01,2021-02-01,441.0
FR181,PALMAS,2018-10-01,2021-01-01,423.0
FR181,PALMAS,2018-10-01,2019-12-01,
FR181,PALMAS,2018-10-01,2019-11-01,
FR181,PALMAS,2018-10-01,2019-10-01,
FR181,PALMAS,2018-10-01,2019-09-01,
FR181,PALMAS,2018-10-01,2019-08-01,378.0
FR181,PALMAS,2018-10-01,2019-07-01,306.0
FR181,PALMAS,2018-10-01,2019-06-01,156.0
FR181,PALMAS,2018-10-01,2019-05-01,102.0
FR180,OURINHOS,2019-03-01,2021-08-01,648.0
FR180,OURINHOS,2019-03-01,2021-07-01,681.0
FR180,OURINHOS,2019-03-01,2021-06-01,1071.0
